sequenceID	locus_name	locus_numeric_id	record_id	organism	Species	Group	Class	Superorder	Order	host_family	host_genus	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	locus_structure	sequence_length
Mirounga_angustirostris_15	ecv-circo.51-carnivora	51	1312	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01133706.1	-	15	302	Rep-consensus[Carnivore-endogenous-circovirus(-)]	288
Mirounga_angustirostris_74	ecv-circo.51-carnivora	51	1319	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01134683.1	-	74	181	Rep[Anguilla-anguilla-circovirus(-)]	108
Mirounga_angustirostris_45787	ecv-circo.51-carnivora	51	1329	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01013620.1	+	45787	46558	Rep-consensus[Carnivore-endogenous-circovirus(+)]	772
Mirounga_angustirostris_2	ecv-circo.51-carnivora	51	1330	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01229969.1	-	2	217	Rep[Human-cyclovirus(-)]	216
Mirounga_angustirostris_9	ecv-circo.51-carnivora	51	1354	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01079525.1	-	9	796	Rep-consensus[Carnivore-endogenous-circovirus(-)]	788
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	1359	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01072699.1	-	1	186	Rep-consensus[Carnivore-endogenous-circovirus(-)]	186
Mirounga_angustirostris_4	ecv-circo.51-carnivora	51	1382	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01132129.1	-	4	222	Rep-consensus[Carnivore-endogenous-circovirus(-)]	219
Mirounga_angustirostris_28	ecv-circo.51-carnivora	51	1445	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01246659.1	-	28	210	Rep-consensus[Carnivore-endogenous-circovirus(-)]	183
Mirounga_angustirostris_205	ecv-circo.51-carnivora	51	1460	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01123660.1	-	205	399	Rep[Human-cyclovirus(-)]	195
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	1468	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01318801.1	-	1	198	Rep[Human-cyclovirus(-)]	198
Mirounga_angustirostris_185	ecv-circo.51-carnivora	51	1491	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01134261.1	-	185	376	Rep[Human-cyclovirus(-)]	192
Mirounga_angustirostris_3	ecv-circo.51-carnivora	51	1502	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01227993.1	-	3	218	Rep[Human-cyclovirus(-)]	216
Mirounga_angustirostris_542	ecv-circo.51-carnivora	51	1565	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01079079.1	+	542	977	Rep-consensus[Carnivore-endogenous-circovirus(+)]	436
Mirounga_angustirostris_711	ecv-circo.51-carnivora	51	1574	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01078041.1	-	711	1016	Rep-consensus[Carnivore-endogenous-circovirus(-)]	306
Mirounga_angustirostris_48	ecv-circo.51-carnivora	51	1584	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01117962.1	-	48	335	Rep-consensus[Carnivore-endogenous-circovirus(-)]	288
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	1630	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01103595.1	-	1	475	Rep-consensus[Carnivore-endogenous-circovirus(-)]	475
Mirounga_angustirostris_347	ecv-circo.51-carnivora	51	1657	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01076061.1	+	347	1107	Rep-consensus[Carnivore-endogenous-circovirus(+)]	761
Mirounga_angustirostris_5	ecv-circo.51-carnivora	51	1660	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01184865.1	+	5	211	Rep-consensus[Carnivore-endogenous-circovirus(+)]	207
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	1676	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01199187.1	-	1	237	Rep[Human-cyclovirus(-)]	237
Mirounga_angustirostris_6	ecv-circo.51-carnivora	51	1694	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01278484.1	-	6	203	Rep[Human-cyclovirus(-)]	198
Mirounga_angustirostris_15	ecv-circo.51-carnivora	51	1695	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01118418.1	-	15	302	Rep-consensus[Carnivore-endogenous-circovirus(-)]	288
Mirounga_angustirostris_263	ecv-circo.51-carnivora	51	1698	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01091137.1	+	263	626	Rep[Anguilla-anguilla-circovirus(+)]	364
Mirounga_angustirostris_73	ecv-circo.51-carnivora	51	1702	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01090913.1	-	73	523	Rep-consensus[Carnivore-endogenous-circovirus(-)]	451
Mirounga_angustirostris_46	ecv-circo.51-carnivora	51	1727	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01118294.1	-	46	393	Rep-consensus[Carnivore-endogenous-circovirus(-)]	348
Mirounga_angustirostris_4	ecv-circo.51-carnivora	51	1755	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01144601.1	-	4	276	Rep-consensus[Carnivore-endogenous-circovirus(-)]	273
Mirounga_angustirostris_9	ecv-circo.51-carnivora	51	1771	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01268278.1	-	9	206	Rep[Human-cyclovirus(-)]	198
Mirounga_angustirostris_3	ecv-circo.51-carnivora	51	1785	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01193715.1	-	3	245	Rep-consensus[Carnivore-endogenous-circovirus(-)]	243
Mirounga_angustirostris_206	ecv-circo.51-carnivora	51	1791	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01118419.1	-	206	397	Rep[Human-cyclovirus(-)]	192
Mirounga_angustirostris_15	ecv-circo.51-carnivora	51	1804	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01110810.1	-	15	399	Rep-consensus[Carnivore-endogenous-circovirus(-)]	385
Mirounga_angustirostris_3	ecv-circo.51-carnivora	51	1850	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01165515.1	+	3	185	Rep[Human-cyclovirus(+)]	183
Mirounga_angustirostris_67	ecv-circo.51-carnivora	51	1859	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01152483.1	-	67	318	Rep[Human-cyclovirus(-)]	252
Mirounga_angustirostris_27890	ecv-circo.51-carnivora	51	1862	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01017906.1	-	27890	28706	Rep-consensus[Carnivore-endogenous-circovirus(-)]	817
Mirounga_angustirostris_12	ecv-circo.51-carnivora	51	1877	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01291793.1	-	12	200	Rep[Human-cyclovirus(-)]	189
Mirounga_angustirostris_2	ecv-circo.51-carnivora	51	1900	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01170341.1	-	2	232	Rep-consensus[Carnivore-endogenous-circovirus(-)]	231
Mirounga_angustirostris_4	ecv-circo.51-carnivora	51	1927	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01073571.1	-	4	685	Rep-consensus[Carnivore-endogenous-circovirus(-)]	682
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	1928	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01063813.1	-	1	265	Rep[Raven-circovirus(-)]	265
Mirounga_angustirostris_5	ecv-circo.51-carnivora	51	1943	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01085874.1	-	5	684	Rep-consensus[Carnivore-endogenous-circovirus(-)]	680
Mirounga_angustirostris_1339	ecv-circo.51-carnivora	51	1972	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01063374.1	+	1339	2121	Rep-consensus[Carnivore-endogenous-circovirus(+)]	783
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	1973	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01204001.1	+	1	237	Rep[Human-cyclovirus(+)]	237
Mirounga_angustirostris_21	ecv-circo.51-carnivora	51	1995	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01194293.1	-	21	131	Rep[Anguilla-anguilla-circovirus(-)]	111
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2016	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01118029.1	-	1	397	Rep-consensus[Carnivore-endogenous-circovirus(-)]	397
Mirounga_angustirostris_89855	ecv-circo.51-carnivora	51	2049	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01000678.1	-	89855	90544	Rep-consensus[Carnivore-endogenous-circovirus(-)]	690
Mirounga_angustirostris_12	ecv-circo.51-carnivora	51	2050	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01069610.1	-	12	800	Rep-consensus[Carnivore-endogenous-circovirus(-)]	789
Mirounga_angustirostris_15	ecv-circo.51-carnivora	51	2060	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01095417.1	-	15	402	Rep-consensus[Carnivore-endogenous-circovirus(-)]	388
Mirounga_angustirostris_182	ecv-circo.51-carnivora	51	2095	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01123697.1	-	182	397	Rep[Human-cyclovirus(-)]	216
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2117	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01118346.1	-	1	273	Rep-consensus[Carnivore-endogenous-circovirus(-)]	273
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2124	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01233999.1	-	1	216	Rep-consensus[Carnivore-endogenous-circovirus(-)]	216
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2161	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01241050.1	-	1	213	Rep-consensus[Carnivore-endogenous-circovirus(-)]	213
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2180	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01175344.1	-	1	270	Rep-consensus[Carnivore-endogenous-circovirus(-)]	270
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2233	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01068451.1	-	1	298	Rep[Raven-circovirus(-)]	298
Mirounga_angustirostris_5	ecv-circo.51-carnivora	51	2288	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01110732.1	-	5	416	Rep-consensus[Carnivore-endogenous-circovirus(-)]	412
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2290	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01177319.1	+	1	222	Rep-consensus[Carnivore-endogenous-circovirus(+)]	222
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2339	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01137541.1	-	1	363	Rep-consensus[Carnivore-endogenous-circovirus(-)]	363
Mirounga_angustirostris_84	ecv-circo.51-carnivora	51	2357	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01152876.1	-	84	317	Rep-consensus[Carnivore-endogenous-circovirus(-)]	234
Mirounga_angustirostris_900	ecv-circo.51-carnivora	51	2376	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01032088.1	+	900	1409	Rep-consensus[Carnivore-endogenous-circovirus(+)]	510
Mirounga_angustirostris_28	ecv-circo.51-carnivora	51	2390	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01109025.1	-	28	412	Rep-consensus[Carnivore-endogenous-circovirus(-)]	385
Mirounga_angustirostris_836	ecv-circo.51-carnivora	51	2393	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01012985.1	-	836	1684	Rep-consensus[Carnivore-endogenous-circovirus(-)]	849
Mirounga_angustirostris_2	ecv-circo.51-carnivora	51	2398	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01140989.1	-	2	284	Rep[Raven-circovirus(-)]	283
Mirounga_angustirostris_6	ecv-circo.51-carnivora	51	2400	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01268277.1	-	6	200	Rep-consensus[Carnivore-endogenous-circovirus(-)]	195
Mirounga_angustirostris_2	ecv-circo.51-carnivora	51	2405	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01231950.1	-	2	121	Rep[Starling-circovirus(-)]	120
Mirounga_angustirostris_8983	ecv-circo.51-carnivora	51	2408	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01026996.1	+	8983	9312	Rep[Columbid-circovirus(+)]	330
Mirounga_angustirostris_3	ecv-circo.51-carnivora	51	2423	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01236238.1	-	3	215	Rep-consensus[Carnivore-endogenous-circovirus(-)]	213
Mirounga_angustirostris_41	ecv-circo.51-carnivora	51	2436	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01186813.1	-	41	253	Rep-consensus[Carnivore-endogenous-circovirus(-)]	213
Mirounga_angustirostris_1	ecv-circo.51-carnivora	51	2446	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01198234.1	-	1	240	Rep-consensus[Carnivore-endogenous-circovirus(-)]	240
Mirounga_angustirostris_1121	ecv-circo.51-carnivora	51	2455	Mirounga_angustirostris	Mirounga angustirostris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01054645.1	+	1121	1669	Rep-consensus[Carnivore-endogenous-circovirus(+)]	549
Neomonachus_schauinslandi_77	ecv-circo.51-carnivora	51	1299	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01004306.1	+	77	928	Rep-consensus[Carnivore-endogenous-circovirus(+)]	852
Neomonachus_schauinslandi_10218469	ecv-circo.51-carnivora	51	1463	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007744.1	-	10218469	10218979	Rep-consensus[Carnivore-endogenous-circovirus(-)]	511
Neomonachus_schauinslandi_44	ecv-circo.51-carnivora	51	1652	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01005411.1	+	44	631	Rep-consensus[Carnivore-endogenous-circovirus(+)]	588
Neomonachus_schauinslandi_10304	ecv-circo.51-carnivora	51	1672	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01000606.1	+	10304	11032	Rep[Silurus-glanis-circovirus(+)]	729
Neomonachus_schauinslandi_9511683	ecv-circo.51-carnivora	51	1716	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007737.1	-	9511683	9512369	Rep-consensus[Carnivore-endogenous-circovirus(-)]	687
Neomonachus_schauinslandi_1064	ecv-circo.51-carnivora	51	1959	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007112.1	-	1064	1907	Rep-consensus[Carnivore-endogenous-circovirus(-)]	844
Neomonachus_schauinslandi_4856018	ecv-circo.51-carnivora	51	1966	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007714.1	-	4856018	4856401	Rep[Human-cyclovirus(-)]	384
Neomonachus_schauinslandi_2951084	ecv-circo.51-carnivora	51	2228	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007826.1	+	2951084	2951900	Rep-consensus[Carnivore-endogenous-circovirus(+)]	817
Neomonachus_schauinslandi_6	ecv-circo.51-carnivora	51	2283	Neomonachus_schauinslandi	Neomonachus schauinslandi	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01003208.1	+	6	710	Rep-consensus[Carnivore-endogenous-circovirus(+)]	705
