sequenceID	isolate	isolate_update	country	country_update	host_sci_name	host_sci_name_update	collection_year	collection_year_update
KJ953884	24-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KJ953885	25-VIC-2006	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2006	unchanged
KM188440	BFDV_ZA_FH01_2010	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188441	BFDV_ZA_FH05_2010	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188442	BFDV_ZA_FH07_2010	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188443	BFDV_ZA_FH14_2010	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188444	BFDV_ZA_FH15_2010	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188445	BFDV_ZA_FH16_2010	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188446	BFDV_ZA_FH21_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188447	BFDV_ZA_FH22_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188448	BFDV_ZA_FH23_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188449	BFDV_ZA_FH24_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188450	BFDV_ZA_FH27_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188451	BFDV_ZA_FH37_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188452	BFDV_ZA_FH38_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188453	BFDV_ZA_FH42_2011	unchanged	South Africa: Alice, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188454	BFDV_ZA_GT02_2011	unchanged	South Africa: East London, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188455	BFDV_ZA_GT07_2011	unchanged	South Africa: East London, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188456	BFDV_ZA_GT10_2011	unchanged	South Africa: East London, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188457	BFDV_ZA_GT11_2011	unchanged	South Africa: East London, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2010	unchanged
KM188458	BFDV_ZA_KWT01_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188459	BFDV_ZA_KWT02_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188460	BFDV_ZA_KWT03_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188461	BFDV_ZA_KWT04_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188462	BFDV_ZA_KWT06_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188463	BFDV_ZA_KWT07_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188464	BFDV_ZA_KWT09_2011	unchanged	South Africa: King William's Town, Eastern Cape Province	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM188465	BFDV_ZA_STUT01_2011	unchanged	South Africa: Stutterheim	unchanged	Poicephalus robustus (Cape parrot)	unchanged	2011	unchanged
KM382270	cluster VI	unchanged	Brazil	unchanged	bat colony of Molossus molossus and Tadarida brasiliensis	unchanged	2012	unchanged
KM409545	KP-A14-036	unchanged	South Korea	unchanged	Ara ararauna (blue and yellow macaw)	unchanged	2014	unchanged
KM452734	BFDV_NZ_OBS01_2013	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2013	unchanged
KM452735	BFDV_NZ_201822_2013	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2013	unchanged
KM452736	BFDV_NZ_201845_2013	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2013	unchanged
KM452737	BFDV_NZ_201706_2011	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2011	unchanged
KM452738	BFDV_NZ_201704_2011	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2011	unchanged
KM452739	BFDV_NZ_DP2409_2012	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2012	unchanged
KM452740	BFDV_NZ_DP2417_2012	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2012	unchanged
KM452741	BFDV_NZ_DP0369_2012	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2012	unchanged
KM452742	BFDV_NZ_D174814-2010	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2010	unchanged
KM452743	BFDV_NZ_D174812-2010	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2010	unchanged
KM452744	BFDV_NZ_D185808_2009	unchanged	New Zealand	unchanged	Cyanoramphus novaezelandiae	unchanged	2009	unchanged
KM823541	BFDV_AUS_RBE_14_1186-01	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823542	BFDV_AUS_RBE_14_1186-02	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823543	BFDV_AUS_RBE_14_1186-04	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823544	BFDV_AUS_RBE_14_1186-07	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823545	BFDV_AUS_RBE_14_1186-09	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823546	BFDV_AUS_RBE_14_1186-02F	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823547	BFDV_AUS_RBE_14_1186-03	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM823548	BFDV_AUS_RBE_14_1186-04F	unchanged	Australia	unchanged	Merops ornatus	unchanged	2014	unchanged
KM887947	BFDV_AUS_BDG_2010_320	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2010	unchanged
KM887948	BFDV_AUS_BDG_2010_324	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2010	unchanged
KM887949	BFDV_AUS_BDG_2010_326	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2010	unchanged
KM887950	BFDV_AUS_BDG_2010_331	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2010	unchanged
KM887951	BFDV_AUS_BDG_2010_332	unchanged	Australia	unchanged	Melopsittacus undulatus	unchanged	2010	unchanged
KP677581	Taiwan-17	unchanged	Taiwan	unchanged	Melopsittacus undulatus	unchanged	-	unchanged
KP677582	Taiwan-18	unchanged	Taiwan	unchanged	Agapornis roseicollis	unchanged	-	unchanged
KP677585	Taiwan-6	unchanged	Taiwan	unchanged	Melopsittacus undulatus	unchanged	-	unchanged
KP677593	Taiwan-19	unchanged	Taiwan	unchanged	Melopsittacus undulatus	unchanged	-	unchanged
KR902641	KAT14-0766-AKP-VIC	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KT008266	CS13-2703-01-SCC-NSW	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2013	unchanged
KT168337	CS15-0726-003-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168338	CS15-0726-004-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168339	CS15-0726-008-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168340	CS15-0726-009-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168341	CS15-0726-011-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168342	CS15-0726-014-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168343	CS15-0726-016-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168344	CS15-0726-018-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168345	CS15-0726-019-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168346	CS15-0726-021-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168347	CS15-0726-023-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168348	CS15-0726-024-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168349	CS15-0726-026-OBP-TAS	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KT168350	CS14-0453-001-OBP	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2014	unchanged
KT168351	CS14-0453-002-OBP	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2014	unchanged
KT168352	OBP3	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2014	unchanged
KT168353	OBP-TT	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2014	unchanged
KT583302	TR-2	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583303	TR-3	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583304	TR-4	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583305	TR-11	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583306	TR-12	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583307	TR-30	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583308	TR-46	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583309	TR-49	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT583310	TR-55	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT602807	F015_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602808	F018_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602809	F049_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602810	F076_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602811	F092_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602812	F120_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602813	F164_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT602814	P9_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602815	P10_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602816	P12_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602817	P13_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602818	P15_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602819	P16_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602820	P18_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602821	P19_2014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT602822	A053_2009	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT602823	C052_2011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT602824	C066_2011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT602825	C100_2011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT602826	C102_2011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT602827	D061_2012	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT602828	D085_2012	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT602829	E009_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602830	E012_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602831	E014_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602832	E025_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602833	B036_2010	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT602834	E032_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602835	E057_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602836	E072_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602837	E079_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602838	E100_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602839	E108_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602840	E128_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602841	E140_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602842	E155_2013	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT602843	B062_2010	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT602844	B074_2010	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT602845	B112_2010	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT602846	B117_2010	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT602847	B125_2010	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT602848	C002_2011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT602849	C038_2011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT602850	A003_2009	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT602851	A052_2009	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT602852	A055_2009	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT725790	GA4	unchanged	Gambia	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725791	XT998_12	unchanged	United Kingdom	unchanged	Psittacula krameri	unchanged	2012	unchanged
KT725792	B1	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725793	B2	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725794	B16	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725795	B24	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725796	SE17	unchanged	Senegal	unchanged	Psittacula krameri	unchanged	2015	unchanged
KT725797	SE20	unchanged	Senegal	unchanged	Psittacula krameri	unchanged	2015	unchanged
KT725798	SE30	unchanged	Senegal	unchanged	Psittacula krameri	unchanged	2015	unchanged
KT725799	SE35	unchanged	Senegal	unchanged	Psittacula krameri	unchanged	2015	unchanged
KT725800	PA4	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725801	PA6	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725802	PA14	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725803	PA15	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725804	BA1	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725805	BA16	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725806	BA24	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725807	PA4	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725808	PA14	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT725809	PA15	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT753401	B104	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753402	C022	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753403	E033	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753404	E071	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753405	E086	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753406	B038	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753407	B028	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753408	B086	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753409	B037	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753410	B034	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753411	B097	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753412	B115	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753413	B025	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753414	B085_1	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753415	B087	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753416	B085_2	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753417	A003	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT753418	A052	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT753419	B121	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753420	B119	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753421	B117	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753422	B099	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753423	B101	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753424	B103	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753425	B107	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753426	B114	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753427	B112	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753428	B089	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753429	E144	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753430	E026	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753431	E112	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753432	B108_1	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753433	C041	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753434	B040	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753435	D103	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT753436	B057	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753437	E113	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753438	D121	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT753439	B039	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753440	B125	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753441	B062	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753442	D061	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT753443	B084	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753444	B102	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753445	E012	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753446	E102_2	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753447	C078	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753448	E080	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753449	E057	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753450	C004	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753451	E016	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753452	E083	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753453	E105	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753454	E126	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753455	D031_1	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT753456	E009	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753457	E079	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753458	C040	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753459	E108	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753460	E128	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753461	E155	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753462	E017	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753463	E131	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753464	D085	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT753465	C038	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753466	E082	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753467	E032	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753468	E145	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753469	A036	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT753470	A055	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT753471	A035	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT753472	B076	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753473	B074	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753474	E140	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753475	E025	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753476	C102	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753477	D031_2	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2012	unchanged
KT753478	E014	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753479	E072	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753480	E015	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753481	C052	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2011	unchanged
KT753482	E100	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2013	unchanged
KT753483	A053	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2009	unchanged
KT753484	B036	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753485	B043	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753486	B108_2	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753487	B045	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753488	B041	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2010	unchanged
KT753489	AR03	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753490	AR20	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753491	AR21	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753492	AR27	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753493	AR37	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753494	F011	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753495	F015	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753496	F018	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753497	F019	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753498	F049	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753499	F076	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753500	F092	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753501	F094	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753502	F120	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753503	F147	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753504	F164	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753505	F164_2	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753506	F171	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753507	F172	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753508	F175	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753509	F178	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753510	F179	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753511	F181	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753512	F183	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753513	F187	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753514	F188	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
