sequenceID	locus_name	locus_numeric_id	stem.duplicate_id	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
circo.51.571-Ailurus_fulgens	circo.51-Carnivore-con_translated	51	circo.51.571	Ailurus_fulgens	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	Ailurus_fulgens	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000703.1	-	22906	23630	149	271	372	725	123	164	70.732	3.32	49	1	0	725
circo.51.572-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.572	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01055400.1	-	570	1314	139	271	362	745	134	188	75.373	2.48	64	3	0	745
circo.51.573-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.573	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01135306.1	-	15209	15932	139	256	365	724	129	84.7	51.163	3.23	30	6	0	724
circo.51.574-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.574	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01151112.1	+	20461	21054	50	249	7	594	213	202	65.258	7.3	65	7	0	594
circo.51.575-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.575	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111735.1	+	22135	22883	121	258	339	749	139	177	71.942	4.36	54	3	0	749
circo.51.576-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.576	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01170321.1	-	27	389	9	132	1	363	127	89	49.606	3.42	22	5	0	363
circo.51.577-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.577	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01146756.1	+	15501	16131	168	271	326	631	107	150	76.636	7	57	2	0	631
circo.51.578-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.578	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01122871.1	-	59404	59721	2	100	1	288	99	105	59.596	9.17	29	3	0	318
circo.51.579-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.579	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111425.1	+	18660	18950	2	99	1	291	98	75.9	48.98	9.67	18	1	0	291
circo.51.580-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.580	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01018037.1	-	13183	13389	202	261	1	180	60	90.5	68.333	1.12	23	0	0	207
circo.51.581-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.581	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137928.1	+	19973	20639	54	223	158	667	183	173	60.109	3.67	60	6	0	667
circo.51.582-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.582	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01018097.1	+	16214	17054	162	290	470	838	129	183	72.868	2.08	92	2	0	841
circo.51.583-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.583	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137998.1	-	12577	13327	2	196	1	573	196	174	59.184	2.9	53	6	0	751
circo.51.584-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.584	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01017222.1	-	17968	20457	2	83	1	246	82	120	74.39	1.67	29	0	0	2490
circo.51.585-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.585	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137779.1	-	1482	2520	2	129	1	375	128	180	77.344	3.54	54	3	0	1039
circo.51.586-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.586	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01017864.1	+	8891	9593	2	129	1	375	128	182	78.906	1.14	74	3	0	703
circo.51.587-Panthera_leo	circo.51-Carnivore-con_translated	51	circo.51.587	Panthera_leo	Mammalia	Laurasiatheria	Carnivora	Felidae	Panthera	Panthera_leo	low_coverage	UCSF_Mcou_1	GCA_008795835.1_PanLeo1.0_genomic.fna	CM018462.1	+	162369410	162370216	2	105	1	303	104	105	59.615	2.1	43	3	0	807
circo.51.588-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.588	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_29.fa	gi|469046151|ref|NW_004451232.1|	-	23422	24170	139	289	339	749	151	206	73.51	6.82	91	4	0	749
circo.51.589-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.589	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_17.fa	gi|469049735|ref|NW_004450546.1|	-	151809	152862	191	290	770	1051	100	142	73	4.51	80	2	0	1054
circo.51.590-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.590	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_14.fa	gi|469050094|ref|NW_004450479.1|	-	2	310	2	105	1	309	104	155	75.962	6.53	48	1	0	309
circo.51.591-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.591	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_31.fa	gi|469045397|ref|NW_004451424.1|	+	66415	66663	201	289	1	249	89	116	68.539	2.56	33	2	0	249
circo.51.592-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.592	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000040.1	+	8061341	8061922	139	234	240	527	97	125	72.165	6.74	57	2	0	582
circo.51.593-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.593	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01001387.1	-	14866	15599	15	258	39	734	257	148	48.638	4.13	43	9	0	734
circo.51.594-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.594	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000198.1	+	709818	710296	52	132	159	416	89	102	76.404	1.44	40	4	0	479
circo.51.595-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.595	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000605.1	-	345874	346577	113	236	327	695	130	132	66.154	2.29	68	5	0	704
circo.51.596-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.596	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01002844.1	+	193	950	24	260	66	740	245	148	51.837	7.07	43	8	0	758
circo.51.597-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.597	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000246.1	-	51026	51857	164	289	473	832	126	181	79.365	1.78	79	2	0	832
circo.51.598-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.598	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000133.1	-	5460569	5460994	9	140	1	414	141	104	50.355	1.08	27	4	0	426
circo.51.599-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.599	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896898	-	4810451	4811146	121	233	319	651	120	115	63.333	1.43	30	4	0	696
circo.51.600-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.600	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896933	+	8963699	8964292	55	129	1	216	75	97.1	77.333	6.51	45	3	0	594
circo.51.601-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.601	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896982	+	2227401	2228131	139	261	372	725	123	123	60.163	1.09	33	2	0	731
circo.51.602-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.602	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896935	-	10556602	10557344	33	140	93	407	108	118	65.741	7.33	57	3	0	743
circo.51.603-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.603	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896982	+	2279375	2279978	52	208	149	604	183	108	44.262	2.6	28	6	0	604
circo.51.604-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.604	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897048	+	174081	174812	207	258	577	732	52	92.8	86.538	3.8	22	0	0	732
circo.51.605-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.605	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896958	-	2405427	2406211	139	271	402	785	134	164	67.91	2.19	73	3	0	785
circo.51.606-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.606	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897020	+	2866902	2867102	2	68	1	201	67	82	65.672	1.37	20	0	0	201
circo.51.607-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.607	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896899	-	34542459	34543018	139	248	240	560	111	132	66.667	2.21	55	3	0	560
circo.51.608-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.608	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896963	-	1321567	1322375	52	289	141	809	253	198	56.522	3.27	62	9	0	809
circo.51.609-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.609	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897073	+	3298616	3299432	56	128	1	210	73	99.4	82.192	9.04	41	3	0	817
circo.51.610-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.610	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01004306.1	+	77	928	132	290	382	852	160	197	70	4.09	97	4	0	852
circo.51.611-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.611	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007826.1	+	2951084	2951900	160	279	464	808	120	182	76.667	2.97	87	1	0	817
circo.51.612-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.612	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01005411.1	+	44	631	52	261	1	588	217	233	65.438	6.98	77	7	0	588
circo.51.613-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.613	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007741.1	-	17415	18152	2	261	1	738	267	280	62.172	1.33	94	7	0	738
circo.51.614-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.614	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007112.1	-	1064	1907	52	298	152	844	257	270	70.817	2.92	90	9	0	844
circo.51.615-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.615	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007744.1	-	10218469	10218979	167	236	302	511	70	85.1	60	3.21	34	0	0	511
circo.51.616-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.616	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974393.1	+	18557486	18558715	16	181	1	495	169	153	60.947	4.3	43	6	0	1230
circo.51.617-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.617	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	71159386	71159991	2	207	1	606	219	207	60.731	6.09	67	8	0	606
circo.51.618-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.618	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738419.1	+	60281554	60282267	160	248	448	714	89	109	77.528	5.76	38	0	0	714
circo.51.619-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.619	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974560.1	+	1634177	1634467	2	99	1	291	99	94.4	54.545	1.32	24	3	0	291
circo.51.620-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.620	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738409.1	+	35233081	35233965	9	314	7	885	316	305	61.709	1.97	103	11	0	885
circo.51.621-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.621	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974436.1	-	3996738	3997518	51	260	146	763	217	267	73.272	3.01	89	6	0	781
circo.51.622-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.622	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	WMAJ01006697.1	+	60968	61796	52	298	143	829	265	230	58.868	1.53	74	10	0	829
circo.51.623-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.623	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974380.1	-	10906692	10907381	53	133	45	278	81	108	80.247	1.69	55	3	0	690
circo.51.624-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.624	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738405.1	-	82572856	82573575	52	289	1	720	251	247	64.143	1.08	81	9	0	720
circo.51.625-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.625	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974397.1	+	32118	32811	2	129	1	375	128	162	71.094	1.16	70	3	0	694
circo.51.626-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.626	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974379.1	-	23597603	23598319	2	244	1	717	279	176	45.52	4.21	54	7	0	717
circo.51.627-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.627	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	99959155	99959890	39	228	102	653	219	106	43.836	1.21	32	9	0	736
circo.51.628-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.628	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	35363567	35364284	160	289	350	718	130	181	76.154	9.19	69	3	0	718
circo.51.629-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.629	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974460.1	+	8895	9624	199	256	557	730	58	93.2	81.034	3.32	22	0	0	730
circo.51.630-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.630	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738417.1	-	5154416	5155687	2	204	1	606	206	176	56.311	1.64	51	6	0	1272
circo.51.631-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.631	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974378.1	-	36358691	36359275	2	133	1	396	135	164	69.63	2.84	52	4	0	585
circo.51.632-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.632	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974402.1	-	3501707	3502298	139	212	243	461	75	112	82.667	8.59	62	3	0	592
circo.51.633-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.633	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738407.1	+	66479692	66480308	160	270	300	617	111	137	72.973	1.51	48	1	0	617
circo.51.634-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.634	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974602.1	-	325106	325841	33	258	92	736	237	150	54.43	5.33	44	10	0	736
circo.51.635-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.635	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	-	10619196	10619941	160	234	452	676	75	126	84	3.91	63	0	0	746
circo.51.636-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.636	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974386.1	-	14363789	14364394	55	259	1	606	214	148	50.935	9.11	44	7	0	606
circo.51.637-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.637	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974422.1	-	8407476	8408226	207	256	602	751	50	78.6	76	7.85	32	0	0	751
circo.51.638-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.638	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974483.1	+	1249558	1250374	52	290	152	817	247	246	65.587	4.78	81	9	0	817
circo.51.639-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.639	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974378.1	-	36406595	36407258	160	256	350	664	105	112	69.524	1.73	41	1	0	664
circo.51.640-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.640	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	WMAJ01007274.1	+	8493	9263	139	271	382	771	136	169	72.794	2.86	77	4	0	771
circo.51.641-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.641	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974480.1	-	14129	14863	76	217	206	619	154	157	66.883	1.55	53	5	0	735
circo.51.642-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.642	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738407.1	+	144500516	144501319	2	249	1	735	259	212	56.757	1.13	67	7	0	804
circo.51.643-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.643	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974379.1	+	23485147	23485896	52	228	152	670	198	155	55.556	3.46	60	8	0	750
circo.51.644-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.644	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738411.1	+	114600183	114601033	52	207	42	497	158	150	62.658	2.72	43	6	0	851
circo.51.645-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.645	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974374.1	+	39484999	39485370	160	234	81	305	75	91.3	76	4.25	23	0	0	372
circo.51.646-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.646	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738416.1	-	665825	666352	2	140	1	414	149	72.8	41.611	1.5	15	6	0	528
