taxon	sequenceID	name	genus	scaffold	host_species	host_genus	host_family	host_order
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_79987	Lutra_lutra_79987	Lutra_lutra_79987	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8034100	Lutra_lutra_8034100	Lutra_lutra_8034100	Circovirus	ML974454.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_80495370	Lutra_lutra_80495370	Lutra_lutra_80495370	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_80703504	Lutra_lutra_80703504	Lutra_lutra_80703504	Circovirus	LR738411.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_80758232	Lutra_lutra_80758232	Lutra_lutra_80758232	Circovirus	LR738411.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_81320988	Lutra_lutra_81320988	Lutra_lutra_81320988	Circovirus	LR738404.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8179340	Lutra_lutra_8179340	Lutra_lutra_8179340	Circovirus	ML974422.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_82572856	Lutra_lutra_82572856	Lutra_lutra_82572856	Circovirus	LR738405.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8330055	Lutra_lutra_8330055	Lutra_lutra_8330055	Circovirus	ML974430.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8370462	Lutra_lutra_8370462	Lutra_lutra_8370462	Circovirus	ML974422.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8407476	Lutra_lutra_8407476	Lutra_lutra_8407476	Circovirus	ML974422.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8474	Lutra_lutra_8474	Lutra_lutra_8474	Circovirus	WMAJ01007275.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8493	Lutra_lutra_8493	Lutra_lutra_8493	Circovirus	WMAJ01007274.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_8895	Lutra_lutra_8895	Lutra_lutra_8895	Circovirus	ML974460.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_9019109	Lutra_lutra_9019109	Lutra_lutra_9019109	Circovirus	LR738416.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_92232120	Lutra_lutra_92232120	Lutra_lutra_92232120	Circovirus	LR738410.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_96011994	Lutra_lutra_96011994	Lutra_lutra_96011994	Circovirus	LR738405.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lutra_lutra_99959155	Lutra_lutra_99959155	Lutra_lutra_99959155	Circovirus	LR738408.1	Lutra_lutra	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lycaon_pictus_21184641	Lycaon_pictus_21184641	Lycaon_pictus_21184641	Circovirus	CM007581.1	Lycaon_pictus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lycaon_pictus_30121041	Lycaon_pictus_30121041	Lycaon_pictus_30121041	Circovirus	CM007569.1	Lycaon_pictus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lycaon_pictus_34304160	Lycaon_pictus_34304160	Lycaon_pictus_34304160	Circovirus	CM007582.1	Lycaon_pictus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lycaon_pictus_55022576	Lycaon_pictus_55022576	Lycaon_pictus_55022576	Circovirus	CM007580.1	Lycaon_pictus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lycaon_pictus_61339908	Lycaon_pictus_61339908	Lycaon_pictus_61339908	Circovirus	CM007587.1	Lycaon_pictus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lynx_canadensis_70151630	Lynx_canadensis_70151630	Lynx_canadensis_70151630	Circovirus	NC_044306.1	Lynx_canadensis	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Lynx_canadensis_82985873	Lynx_canadensis_82985873	Lynx_canadensis_82985873	Circovirus	NC_044303.1	Lynx_canadensis	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_102955	Martes_zibellina_102955	Martes_zibellina_102955	Circovirus	RDFD01006703.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_10765978	Martes_zibellina_10765978	Martes_zibellina_10765978	Circovirus	RDFD01007924.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_10883705	Martes_zibellina_10883705	Martes_zibellina_10883705	Circovirus	RDFD01007147.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_1102391	Martes_zibellina_1102391	Martes_zibellina_1102391	Circovirus	RDFD01009480.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_111941	Martes_zibellina_111941	Martes_zibellina_111941	Circovirus	RDFD01014057.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_11320904	Martes_zibellina_11320904	Martes_zibellina_11320904	Circovirus	RDFD01006924.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_1151055	Martes_zibellina_1151055	Martes_zibellina_1151055	Circovirus	RDFD01007358.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_11826	Martes_zibellina_11826	Martes_zibellina_11826	Circovirus	RDFD01000016.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_12737	Martes_zibellina_12737	Martes_zibellina_12737	Circovirus	RDFD01009791.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_1309230	Martes_zibellina_1309230	Martes_zibellina_1309230	Circovirus	RDFD01007125.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_172427	Martes_zibellina_172427	Martes_zibellina_172427	Circovirus	RDFD01009436.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_1730114	Martes_zibellina_1730114	Martes_zibellina_1730114	Circovirus	RDFD01006924.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_174486	Martes_zibellina_174486	Martes_zibellina_174486	Circovirus	RDFD01014057.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_195283	Martes_zibellina_195283	Martes_zibellina_195283	Circovirus	RDFD01010680.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_2014641	Martes_zibellina_2014641	Martes_zibellina_2014641	Circovirus	RDFD01007925.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_214477	Martes_zibellina_214477	Martes_zibellina_214477	Circovirus	RDFD01006703.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_21531	Martes_zibellina_21531	Martes_zibellina_21531	Circovirus	RDFD01012258.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_21976	Martes_zibellina_21976	Martes_zibellina_21976	Circovirus	RDFD01007136.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_234239	Martes_zibellina_234239	Martes_zibellina_234239	Circovirus	RDFD01009436.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_23719	Martes_zibellina_23719	Martes_zibellina_23719	Circovirus	RDFD01000027.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_23810	Martes_zibellina_23810	Martes_zibellina_23810	Circovirus	RDFD01003469.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_2402453	Martes_zibellina_2402453	Martes_zibellina_2402453	Circovirus	RDFD01008480.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_2511482	Martes_zibellina_2511482	Martes_zibellina_2511482	Circovirus	RDFD01011591.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_27048747	Martes_zibellina_27048747	Martes_zibellina_27048747	Circovirus	RDFD01000001.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_2762374	Martes_zibellina_2762374	Martes_zibellina_2762374	Circovirus	RDFD01006747.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_30722	Martes_zibellina_30722	Martes_zibellina_30722	Circovirus	RDFD01001470.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_325728	Martes_zibellina_325728	Martes_zibellina_325728	Circovirus	RDFD01009147.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_35634	Martes_zibellina_35634	Martes_zibellina_35634	Circovirus	RDFD01000448.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_375116	Martes_zibellina_375116	Martes_zibellina_375116	Circovirus	RDFD01008214.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_40	Martes_zibellina_40	Martes_zibellina_40	Circovirus	RDFD01015735.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_448760	Martes_zibellina_448760	Martes_zibellina_448760	Circovirus	RDFD01008636.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_449957	Martes_zibellina_449957	Martes_zibellina_449957	Circovirus	RDFD01009680.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_4758	Martes_zibellina_4758	Martes_zibellina_4758	Circovirus	RDFD01007070.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_484368	Martes_zibellina_484368	Martes_zibellina_484368	Circovirus	RDFD01012457.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_4855537	Martes_zibellina_4855537	Martes_zibellina_4855537	Circovirus	RDFD01010369.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_5535162	Martes_zibellina_5535162	Martes_zibellina_5535162	Circovirus	RDFD01002002.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_555628	Martes_zibellina_555628	Martes_zibellina_555628	Circovirus	RDFD01008481.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_6167347	Martes_zibellina_6167347	Martes_zibellina_6167347	Circovirus	RDFD01014700.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_6225115	Martes_zibellina_6225115	Martes_zibellina_6225115	Circovirus	RDFD01014700.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_689172	Martes_zibellina_689172	Martes_zibellina_689172	Circovirus	RDFD01011403.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_71729	Martes_zibellina_71729	Martes_zibellina_71729	Circovirus	RDFD01007192.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_7247626	Martes_zibellina_7247626	Martes_zibellina_7247626	Circovirus	RDFD01008035.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_7286063	Martes_zibellina_7286063	Martes_zibellina_7286063	Circovirus	RDFD01009258.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_911336	Martes_zibellina_911336	Martes_zibellina_911336	Circovirus	RDFD01010558.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Martes_zibellina_9708	Martes_zibellina_9708	Martes_zibellina_9708	Circovirus	RDFD01012391.1	Martes_zibellina	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_1	Mirounga_angustirostris_1	Mirounga_angustirostris_1	Circovirus	PITE01198234.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_1121	Mirounga_angustirostris_1121	Mirounga_angustirostris_1121	Circovirus	PITE01054645.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_12	Mirounga_angustirostris_12	Mirounga_angustirostris_12	Circovirus	PITE01069610.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_1339	Mirounga_angustirostris_1339	Mirounga_angustirostris_1339	Circovirus	PITE01063374.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_15	Mirounga_angustirostris_15	Mirounga_angustirostris_15	Circovirus	PITE01095417.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_182	Mirounga_angustirostris_182	Mirounga_angustirostris_182	Circovirus	PITE01123697.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_185	Mirounga_angustirostris_185	Mirounga_angustirostris_185	Circovirus	PITE01134261.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_2	Mirounga_angustirostris_2	Mirounga_angustirostris_2	Circovirus	PITE01231950.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_205	Mirounga_angustirostris_205	Mirounga_angustirostris_205	Circovirus	PITE01123660.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_206	Mirounga_angustirostris_206	Mirounga_angustirostris_206	Circovirus	PITE01118419.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_21	Mirounga_angustirostris_21	Mirounga_angustirostris_21	Circovirus	PITE01194293.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_263	Mirounga_angustirostris_263	Mirounga_angustirostris_263	Circovirus	PITE01091137.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_27890	Mirounga_angustirostris_27890	Mirounga_angustirostris_27890	Circovirus	PITE01017906.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_28	Mirounga_angustirostris_28	Mirounga_angustirostris_28	Circovirus	PITE01109025.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_3	Mirounga_angustirostris_3	Mirounga_angustirostris_3	Circovirus	PITE01236238.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_347	Mirounga_angustirostris_347	Mirounga_angustirostris_347	Circovirus	PITE01076061.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_4	Mirounga_angustirostris_4	Mirounga_angustirostris_4	Circovirus	PITE01073571.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_41	Mirounga_angustirostris_41	Mirounga_angustirostris_41	Circovirus	PITE01186813.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_45787	Mirounga_angustirostris_45787	Mirounga_angustirostris_45787	Circovirus	PITE01013620.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_46	Mirounga_angustirostris_46	Mirounga_angustirostris_46	Circovirus	PITE01118294.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_48	Mirounga_angustirostris_48	Mirounga_angustirostris_48	Circovirus	PITE01117962.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_5	Mirounga_angustirostris_5	Mirounga_angustirostris_5	Circovirus	PITE01110732.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_542	Mirounga_angustirostris_542	Mirounga_angustirostris_542	Circovirus	PITE01079079.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_6	Mirounga_angustirostris_6	Mirounga_angustirostris_6	Circovirus	PITE01268277.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_67	Mirounga_angustirostris_67	Mirounga_angustirostris_67	Circovirus	PITE01152483.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_711	Mirounga_angustirostris_711	Mirounga_angustirostris_711	Circovirus	PITE01078041.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_73	Mirounga_angustirostris_73	Mirounga_angustirostris_73	Circovirus	PITE01090913.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_74	Mirounga_angustirostris_74	Mirounga_angustirostris_74	Circovirus	PITE01134683.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_836	Mirounga_angustirostris_836	Mirounga_angustirostris_836	Circovirus	PITE01012985.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_84	Mirounga_angustirostris_84	Mirounga_angustirostris_84	Circovirus	PITE01152876.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_8983	Mirounga_angustirostris_8983	Mirounga_angustirostris_8983	Circovirus	PITE01026996.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_89855	Mirounga_angustirostris_89855	Mirounga_angustirostris_89855	Circovirus	PITE01000678.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_9	Mirounga_angustirostris_9	Mirounga_angustirostris_9	Circovirus	PITE01268278.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mirounga_angustirostris_900	Mirounga_angustirostris_900	Mirounga_angustirostris_900	Circovirus	PITE01032088.1	Mirounga_angustirostris	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1370378	Mustela_erminea_1370378	Mustela_erminea_1370378	Circovirus	WNLZ01002290.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1422344	Mustela_erminea_1422344	Mustela_erminea_1422344	Circovirus	WNLZ01002290.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1444	Mustela_erminea_1444	Mustela_erminea_1444	Circovirus	WNLZ01003102.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1568498	Mustela_erminea_1568498	Mustela_erminea_1568498	Circovirus	WNLZ01000710.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1630250	Mustela_erminea_1630250	Mustela_erminea_1630250	Circovirus	WNLZ01002945.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_164006	Mustela_erminea_164006	Mustela_erminea_164006	Circovirus	WNLZ01002504.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1750671	Mustela_erminea_1750671	Mustela_erminea_1750671	Circovirus	WNLZ01000223.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1844537	Mustela_erminea_1844537	Mustela_erminea_1844537	Circovirus	WNLZ01000827.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_1860855	Mustela_erminea_1860855	Mustela_erminea_1860855	Circovirus	WNLZ01001311.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_2066291	Mustela_erminea_2066291	Mustela_erminea_2066291	Circovirus	WNLZ01001039.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_2444620	Mustela_erminea_2444620	Mustela_erminea_2444620	Circovirus	WNLZ01002501.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_254362	Mustela_erminea_254362	Mustela_erminea_254362	Circovirus	WNLZ01001676.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_2706965	Mustela_erminea_2706965	Mustela_erminea_2706965	Circovirus	WNLZ01002146.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_274588	Mustela_erminea_274588	Mustela_erminea_274588	Circovirus	WNLZ01000449.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_275	Mustela_erminea_275	Mustela_erminea_275	Circovirus	WNLZ01003231.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_27888	Mustela_erminea_27888	Mustela_erminea_27888	Circovirus	WNLZ01003253.1	Mustela_erminea	-	Mustelidae	Carnivora
