taxon	sequenceID	pubmed_id	length	genus	name	full_name	clade	isolate	host_sci_name	sample_date	country
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723389	KF723389	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	4IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723390	KF723390	24968067	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	9IT11	Psittacus erithacus	2011	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723391	KF723391	24968067	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	1IT08	Psittacus erithacus	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723392	KF723392	24968067	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	10IT11	Psittacus erithacus	2011	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723393	KF723393	24968067	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	5IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723394	KF723394	24968067	726	Circovirus	BFDV	Beak and feather disease virus	Avian-1	16IT10	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723396	KF723396	24968067	489	Circovirus	BFDV	Beak and feather disease virus	Avian-1	20IT11	Psittacus erithacus	2011	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723397	KF723397	24968067	699	Circovirus	BFDV	Beak and feather disease virus	Avian-1	19IT11	Psittacus erithacus	2011	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723398	KF723398	24968067	699	Circovirus	BFDV	Beak and feather disease virus	Avian-1	18IT11	Psittacus erithacus	2011	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723399	KF723399	24968067	741	Circovirus	BFDV	Beak and feather disease virus	Avian-1	15IT10	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723400	KF723400	24968067	681	Circovirus	BFDV	Beak and feather disease virus	Avian-1	17IT10	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723401	KF723401	24968067	723	Circovirus	BFDV	Beak and feather disease virus	Avian-1	12IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723402	KF723402	24968067	699	Circovirus	BFDV	Beak and feather disease virus	Avian-1	11IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF723403	KF723403	24968067	510	Circovirus	BFDV	Beak and feather disease virus	Avian-1	14IT09	Psittacus erithacus	2009	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768545	KF768545	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NC13_35	Trichoglossus haematodus deplanchii	2013	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768546	KF768546	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NC13_31	Trichoglossus haematodus deplanchii	2013	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768547	KF768547	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NC13_30	Trichoglossus haematodus deplanchii	2013	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768548	KF768548	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NC13_27	Trichoglossus haematodus deplanchii	2013	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768549	KF768549	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NC13_20	Trichoglossus haematodus deplanchii	2013	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768550	KF768550	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_DL02B	Trichoglossus haematodus deplanchii	2012	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768551	KF768551	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_DL03B	Trichoglossus haematodus deplanchii	2012	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768552	KF768552	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_DL10B	Trichoglossus haematodus deplanchii	2012	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF768553	KF768553	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_DL11B	Trichoglossus haematodus deplanchii	2012	New Caledonia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KF850537	KF850537	24482518	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RP_13_1683	Polytelis anthopeplus monarchoides	2013	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ866054	KJ866054	25059866	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_MRP_14_1195_001	Barnardius zonarius barnardi	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953846	KJ953846	25225394	1651	Circovirus	BFDV	Beak and feather disease virus	Avian-1	0-QLD	Platycercus elegans	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953847	KJ953847	25225394	1003	Circovirus	BFDV	Beak and feather disease virus	Avian-1	1-VIC-2004	Platycercus elegans	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953848	KJ953848	25225394	1681	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2-VIC-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953849	KJ953849	25225394	1685	Circovirus	BFDV	Beak and feather disease virus	Avian-1	3-VIC-2011	Platycercus elegans	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953850	KJ953850	25225394	1643	Circovirus	BFDV	Beak and feather disease virus	Avian-1	5-VIC-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953851	KJ953851	25225394	743	Circovirus	BFDV	Beak and feather disease virus	Avian-1	28-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953852	KJ953852	25225394	1684	Circovirus	BFDV	Beak and feather disease virus	Avian-1	26-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953853	KJ953853	25225394	1642	Circovirus	BFDV	Beak and feather disease virus	Avian-1	30-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953854	KJ953854	25225394	1681	Circovirus	BFDV	Beak and feather disease virus	Avian-1	32-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953855	KJ953855	25225394	1683	Circovirus	BFDV	Beak and feather disease virus	Avian-1	33-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953856	KJ953856	25225394	1684	Circovirus	BFDV	Beak and feather disease virus	Avian-1	31-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953857	KJ953857	25225394	1441	Circovirus	BFDV	Beak and feather disease virus	Avian-1	36-SA-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953858	KJ953858	25225394	1378	Circovirus	BFDV	Beak and feather disease virus	Avian-1	34-VIC-2011	Platycercus elegans	2011	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953859	KJ953859	25225394	1682	Circovirus	BFDV	Beak and feather disease virus	Avian-1	6-SA-2004	Platycercus elegans	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953860	KJ953860	25225394	1664	Circovirus	BFDV	Beak and feather disease virus	Avian-1	27-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953861	KJ953861	25225394	1682	Circovirus	BFDV	Beak and feather disease virus	Avian-1	7-SA-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953862	KJ953862	25225394	668	Circovirus	BFDV	Beak and feather disease virus	Avian-1	9-SA-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953863	KJ953863	25225394	1679	Circovirus	BFDV	Beak and feather disease virus	Avian-1	10-NSW-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953864	KJ953864	25225394	1635	Circovirus	BFDV	Beak and feather disease virus	Avian-1	8-SA-2004	Platycercus elegans	2004	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953865	KJ953865	25225394	1655	Circovirus	BFDV	Beak and feather disease virus	Avian-1	29-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953866	KJ953866	25225394	1640	Circovirus	BFDV	Beak and feather disease virus	Avian-1	14-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953867	KJ953867	25225394	1681	Circovirus	BFDV	Beak and feather disease virus	Avian-1	39-SA-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953868	KJ953868	25225394	1679	Circovirus	BFDV	Beak and feather disease virus	Avian-1	11-NSW-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953869	KJ953869	25225394	1626	Circovirus	BFDV	Beak and feather disease virus	Avian-1	35-SA-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953870	KJ953870	25225394	1643	Circovirus	BFDV	Beak and feather disease virus	Avian-1	4-VIC-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953871	KJ953871	25225394	1415	Circovirus	BFDV	Beak and feather disease virus	Avian-1	38-SA-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953872	KJ953872	25225394	1409	Circovirus	BFDV	Beak and feather disease virus	Avian-1	12-NSW-2005	Platycercus elegans	2005	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953873	KJ953873	25225394	1679	Circovirus	BFDV	Beak and feather disease virus	Avian-1	13-NSW-2005	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953874	KJ953874	25225394	1414	Circovirus	BFDV	Beak and feather disease virus	Avian-1	15-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953875	KJ953875	25225394	741	Circovirus	BFDV	Beak and feather disease virus	Avian-1	37-SA-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953876	KJ953876	25225394	1667	Circovirus	BFDV	Beak and feather disease virus	Avian-1	16-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953877	KJ953877	25225394	1634	Circovirus	BFDV	Beak and feather disease virus	Avian-1	17-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953878	KJ953878	25225394	1681	Circovirus	BFDV	Beak and feather disease virus	Avian-1	18-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953879	KJ953879	25225394	1417	Circovirus	BFDV	Beak and feather disease virus	Avian-1	19-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953880	KJ953880	25225394	751	Circovirus	BFDV	Beak and feather disease virus	Avian-1	20-NSW-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953881	KJ953881	25225394	1325	Circovirus	BFDV	Beak and feather disease virus	Avian-1	21-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953882	KJ953882	25225394	1685	Circovirus	BFDV	Beak and feather disease virus	Avian-1	22-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953883	KJ953883	25225394	1644	Circovirus	BFDV	Beak and feather disease virus	Avian-1	23-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953884	KJ953884	25225394	1017	Circovirus	BFDV	Beak and feather disease virus	Avian-1	24-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KJ953885	KJ953885	25225394	1684	Circovirus	BFDV	Beak and feather disease virus	Avian-1	25-VIC-2006	Platycercus elegans	2006	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188440	KM188440	25209153	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH01_2010	Poicephalus robustus (Cape parrot)	2010	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188441	KM188441	25209153	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH05_2010	Poicephalus robustus (Cape parrot)	2010	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188442	KM188442	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH07_2010	Poicephalus robustus (Cape parrot)	2010	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188443	KM188443	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH14_2010	Poicephalus robustus (Cape parrot)	2010	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188444	KM188444	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH15_2010	Poicephalus robustus (Cape parrot)	2010	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188445	KM188445	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH16_2010	Poicephalus robustus (Cape parrot)	2010	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188446	KM188446	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH21_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188447	KM188447	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH22_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188448	KM188448	25209153	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH23_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188449	KM188449	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH24_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188450	KM188450	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH27_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188451	KM188451	25209153	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH37_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188452	KM188452	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH38_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188453	KM188453	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_FH42_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Alice, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188454	KM188454	25209153	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_GT02_2011	Poicephalus robustus (Cape parrot)	2010	South Africa: East London, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188455	KM188455	25209153	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_GT07_2011	Poicephalus robustus (Cape parrot)	2010	South Africa: East London, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188456	KM188456	25209153	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_GT10_2011	Poicephalus robustus (Cape parrot)	2010	South Africa: East London, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188457	KM188457	25209153	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_GT11_2011	Poicephalus robustus (Cape parrot)	2010	South Africa: East London, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188458	KM188458	25209153	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT01_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188459	KM188459	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT02_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188460	KM188460	25209153	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT03_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188461	KM188461	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT04_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188462	KM188462	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT06_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188463	KM188463	25209153	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT07_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188464	KM188464	25209153	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_KWT09_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: King William's Town, Eastern Cape Province
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM188465	KM188465	25209153	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_STUT01_2011	Poicephalus robustus (Cape parrot)	2011	South Africa: Stutterheim
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452734	KM452734	26138559	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_OBS01_2013	Cyanoramphus novaezelandiae	2013	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452735	KM452735	26138559	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_201822_2013	Cyanoramphus novaezelandiae	2013	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452736	KM452736	26138559	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_201845_2013	Cyanoramphus novaezelandiae	2013	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452737	KM452737	26138559	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_201706_2011	Cyanoramphus novaezelandiae	2011	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452738	KM452738	26138559	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_201704_2011	Cyanoramphus novaezelandiae	2011	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452739	KM452739	26138559	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_DP2409_2012	Cyanoramphus novaezelandiae	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452740	KM452740	26138559	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_DP2417_2012	Cyanoramphus novaezelandiae	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452741	KM452741	26138559	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_DP0369_2012	Cyanoramphus novaezelandiae	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452742	KM452742	26138559	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_D174814-2010	Cyanoramphus novaezelandiae	2010	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452743	KM452743	26138559	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_D174812-2010	Cyanoramphus novaezelandiae	2010	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM452744	KM452744	26138559	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_D185808_2009	Cyanoramphus novaezelandiae	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM823541	KM823541	26411487	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_RBE_14_1186-01	Merops ornatus	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM887947	KM887947	27118178	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_BDG_2010_320	Melopsittacus undulatus	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM887948	KM887948	27118178	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_BDG_2010_324	Melopsittacus undulatus	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM887949	KM887949	27118178	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_BDG_2010_326	Melopsittacus undulatus	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM887950	KM887950	27118178	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_BDG_2010_331	Melopsittacus undulatus	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KM887951	KM887951	27118178	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_AUS_BDG_2010_332	Melopsittacus undulatus	2010	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KP677581	KP677581	-	1984	Circovirus	BFDV	Beak and feather disease virus	Avian-1	Taiwan-17	Melopsittacus undulatus	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KP677582	KP677582	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	Taiwan-18	Agapornis roseicollis	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KP677585	KP677585	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	Taiwan-6	Melopsittacus undulatus	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KP677593	KP677593	-	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	Taiwan-19	Melopsittacus undulatus	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KR902641	KR902641	-	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT14-0766-AKP-VIC	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT008266	KT008266	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS13-2703-01-SCC-NSW	Cacatua galerita	2013	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168337	KT168337	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-003-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168338	KT168338	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-004-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168339	KT168339	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-008-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168340	KT168340	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-009-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168341	KT168341	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-011-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168342	KT168342	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-014-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168343	KT168343	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-016-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168344	KT168344	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-018-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168345	KT168345	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-019-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168346	KT168346	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-021-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168347	KT168347	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-023-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168348	KT168348	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-024-OBP-TAS	Neophema chrysogaster	2015	Australia
